Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	H_1975_1 Spectral Count	H_1975_2 Spectral Count	H_1975_3 Spectral Count	NCI_3784Mel_1 Spectral Count	NCI_3784Mel_2 Spectral Count	NCI_3784Mel_3 Spectral Count	NCI_3784Mel_4 Spectral Count	NCI_3784Mel_5 Spectral Count	NCI_3795Mel_1 Spectral Count	NCI_3795Mel_2 Spectral Count	NCI_3795Mel_3 Spectral Count	NCI_3795Mel_4 Spectral Count	NCI_3795Mel_5 Spectral Count	NCI_RA007_1 Spectral Count	NCI_RA007_2 Spectral Count	NCI_RA007_3 Spectral Count	NCI_RA007_4 Spectral Count	NCI_RA007_5 Spectral Count	PC9_epitope_1 Spectral Count	PC9_epitope_2 Spectral Count	PC9_epitope_4 Spectral Count	PC9_epitope_5 Spectral Count	H_1975_1 Unique Spectral Count	H_1975_2 Unique Spectral Count	H_1975_3 Unique Spectral Count	NCI_3784Mel_1 Unique Spectral Count	NCI_3784Mel_2 Unique Spectral Count	NCI_3784Mel_3 Unique Spectral Count	NCI_3784Mel_4 Unique Spectral Count	NCI_3784Mel_5 Unique Spectral Count	NCI_3795Mel_1 Unique Spectral Count	NCI_3795Mel_2 Unique Spectral Count	NCI_3795Mel_3 Unique Spectral Count	NCI_3795Mel_4 Unique Spectral Count	NCI_3795Mel_5 Unique Spectral Count	NCI_RA007_1 Unique Spectral Count	NCI_RA007_2 Unique Spectral Count	NCI_RA007_3 Unique Spectral Count	NCI_RA007_4 Unique Spectral Count	NCI_RA007_5 Unique Spectral Count	PC9_epitope_1 Unique Spectral Count	PC9_epitope_2 Unique Spectral Count	PC9_epitope_4 Unique Spectral Count	PC9_epitope_5 Unique Spectral Count	H_1975_1 Total Spectral Count	H_1975_2 Total Spectral Count	H_1975_3 Total Spectral Count	NCI_3784Mel_1 Total Spectral Count	NCI_3784Mel_2 Total Spectral Count	NCI_3784Mel_3 Total Spectral Count	NCI_3784Mel_4 Total Spectral Count	NCI_3784Mel_5 Total Spectral Count	NCI_3795Mel_1 Total Spectral Count	NCI_3795Mel_2 Total Spectral Count	NCI_3795Mel_3 Total Spectral Count	NCI_3795Mel_4 Total Spectral Count	NCI_3795Mel_5 Total Spectral Count	NCI_RA007_1 Total Spectral Count	NCI_RA007_2 Total Spectral Count	NCI_RA007_3 Total Spectral Count	NCI_RA007_4 Total Spectral Count	NCI_RA007_5 Total Spectral Count	PC9_epitope_1 Total Spectral Count	PC9_epitope_2 Total Spectral Count	PC9_epitope_4 Total Spectral Count	PC9_epitope_5 Total Spectral Count	H_1975_1 Intensity	H_1975_2 Intensity	H_1975_3 Intensity	NCI_3784Mel_1 Intensity	NCI_3784Mel_2 Intensity	NCI_3784Mel_3 Intensity	NCI_3784Mel_4 Intensity	NCI_3784Mel_5 Intensity	NCI_3795Mel_1 Intensity	NCI_3795Mel_2 Intensity	NCI_3795Mel_3 Intensity	NCI_3795Mel_4 Intensity	NCI_3795Mel_5 Intensity	NCI_RA007_1 Intensity	NCI_RA007_2 Intensity	NCI_RA007_3 Intensity	NCI_RA007_4 Intensity	NCI_RA007_5 Intensity	PC9_epitope_1 Intensity	PC9_epitope_2 Intensity	PC9_epitope_4 Intensity	PC9_epitope_5 Intensity	H_1975_1 MaxLFQ Intensity	H_1975_2 MaxLFQ Intensity	H_1975_3 MaxLFQ Intensity	NCI_3784Mel_1 MaxLFQ Intensity	NCI_3784Mel_2 MaxLFQ Intensity	NCI_3784Mel_3 MaxLFQ Intensity	NCI_3784Mel_4 MaxLFQ Intensity	NCI_3784Mel_5 MaxLFQ Intensity	NCI_3795Mel_1 MaxLFQ Intensity	NCI_3795Mel_2 MaxLFQ Intensity	NCI_3795Mel_3 MaxLFQ Intensity	NCI_3795Mel_4 MaxLFQ Intensity	NCI_3795Mel_5 MaxLFQ Intensity	NCI_RA007_1 MaxLFQ Intensity	NCI_RA007_2 MaxLFQ Intensity	NCI_RA007_3 MaxLFQ Intensity	NCI_RA007_4 MaxLFQ Intensity	NCI_RA007_5 MaxLFQ Intensity	PC9_epitope_1 MaxLFQ Intensity	PC9_epitope_2 MaxLFQ Intensity	PC9_epitope_4 MaxLFQ Intensity	PC9_epitope_5 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9ULJ7|ANR50_HUMAN	Q9ULJ7	ANR50_HUMAN	ANKRD50	1429	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ankyrin repeat domain-containing protein 50	0.9999	0.9874	2	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	931319.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2898403.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULK4|MED23_HUMAN	Q9ULK4	MED23_HUMAN	MED23	1368	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 23	1.0	0.9984	3	7	7	7	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	7179401.5	1702127.9	7145857.5	0.0	0.0	0.0	0.0	0.0	1557714.9	0.0	0.0	0.0	1.009347E7	0.0	0.0	0.0	0.0	0.0	2247724.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULL1|PKHG1_HUMAN	Q9ULL1	PKHG1_HUMAN	PLEKHG1	1385	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pleckstrin homology domain-containing family G member 1	0.9748	0.9966	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4958977.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULL4|PLXB3_HUMAN	Q9ULL4	PLXB3_HUMAN	PLXNB3	1909	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plexin-B3	1.0	0.9949	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9275872E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULL5|PRR12_HUMAN	Q9ULL5	PRR12_HUMAN	PRR12	2036	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proline-rich protein 12	1.0	0.999	5	7	7	77	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	3	1	1	2	3	5	1	0	8	7	4	9	10	5	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4762442.0	0.0	2003957.5	0.0	1.6511475E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3989544.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULM3|YETS2_HUMAN	Q9ULM3	YETS2_HUMAN	YEATS2	1422	Homo sapiens OX=9606	1:Experimental evidence at protein level	YEATS domain-containing protein 2	0.9996	0.999	1	3	3	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403705.97	915486.6	658983.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULP0|NDRG4_HUMAN	Q9ULP0	NDRG4_HUMAN	NDRG4	352	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein NDRG4	0.9906	0.9913	1	2	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	469819.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULQ0|STRP2_HUMAN	Q9ULQ0	STRP2_HUMAN	STRIP2	834	Homo sapiens OX=9606	1:Experimental evidence at protein level	Striatin-interacting protein 2	0.9992	0.9989	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2931366.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULR0|ISY1_HUMAN	Q9ULR0	ISY1_HUMAN	ISY1	285	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-splicing factor ISY1 homolog	0.9823	0.9976	1	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67588E7	2.2495378E7	7385869.0	1.2453967E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ULT8|HECD1_HUMAN	Q9ULT8	HECD1_HUMAN	HECTD1	2610	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase HECTD1	1.0	0.9984	9	25	25	25	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	2	2	2	1	3	5	5	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	2	2	2	1	3	5	5	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	2	2	2	1	3	5	5	0.0	2258376.8	0.0	0.0	0.0	0.0	931759.25	0.0	0.0	0.0	0.0	0.0	2550327.2	0.0	512705.53	1.3193068E7	1.2087984E7	7362109.0	2.9101148E7	1.6318996E7	1.1101689E7	1.5583139E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7666756.0	1.0213102E7	
sp|Q9ULV3|CIZ1_HUMAN	Q9ULV3	CIZ1_HUMAN	CIZ1	898	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cip1-interacting zinc finger protein	1.0	0.9985	3	15	15	15	0	1	0	1	0	0	1	0	1	0	1	0	3	0	0	1	1	0	0	2	1	2	0	1	0	1	0	0	1	0	1	0	1	0	3	0	0	1	1	0	0	2	1	2	0	1	0	1	0	0	1	0	1	0	1	0	3	0	0	1	1	0	0	2	1	2	0.0	1889649.9	0.0	503848.25	0.0	0.0	3331643.0	0.0	2256512.0	0.0	4187788.0	0.0	7.3780256E7	0.0	0.0	3598375.0	3720650.5	0.0	0.0	4705453.0	2566052.2	4053987.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6864156E7	0.0	0.0	0.0	0.0	0.0	0.0	2772127.2	0.0	0.0	
sp|Q9ULV4|COR1C_HUMAN	Q9ULV4	COR1C_HUMAN	CORO1C	474	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coronin-1C	1.0	0.999	5	11	11	11	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	1	3	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	1	3	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	1	3	216751.7	0.0	0.0	0.0	140528.25	0.0	976198.7	0.0	0.0	0.0	1114758.5	0.0	0.0	0.0	473831.53	0.0	0.0	0.0	7611542.0	0.0	1780926.6	4729569.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5299348.5	0.0	0.0	1896302.0	
sp|Q9ULW0|TPX2_HUMAN	Q9ULW0	TPX2_HUMAN	TPX2	747	Homo sapiens OX=9606	1:Experimental evidence at protein level	Targeting protein for Xklp2	1.0	0.998	3	8	8	8	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6590865E7	0.0	0.0	0.0	0.0	0.0	8151619.0	2575036.2	0.0	4594707.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4870298.0	0.0	0.0	2754582.8	
sp|Q9ULX3|NOB1_HUMAN	Q9ULX3	NOB1_HUMAN	NOB1	412	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein NOB1	1.0	0.999	2	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	413193.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93008E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UM00|TMCO1_HUMAN	Q9UM00	TMCO1_HUMAN	TMCO1	239	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium load-activated calcium channel	0.9992	0.9978	1	10	10	10	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0.0	0.0	0.0	6213262.5	0.0	0.0	7855736.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1481685.4	8083968.5	1.0681663E7	7034218.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UM11|FZR1_HUMAN	Q9UM11	FZR1_HUMAN	FZR1	496	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fizzy-related protein homolog	0.9922	0.999	1	4	4	4	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2051071.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5277136.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UM82|SPAT2_HUMAN	Q9UM82	SPAT2_HUMAN	SPATA2	520	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spermatogenesis-associated protein 2	0.9999	0.9979	1	3	3	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	2984709.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UMD9|COHA1_HUMAN	Q9UMD9	COHA1_HUMAN	COL17A1	1497	Homo sapiens OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(XVII) chain	1.0	0.9989	2	3	3	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	2194424.2	1602541.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UMS4|PRP19_HUMAN	Q9UMS4	PRP19_HUMAN	PRPF19	504	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-processing factor 19	1.0	0.9989	7	16	16	16	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	3	3	3	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	3	3	3	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	3	3	3	3	0.0	0.0	0.0	0.0	0.0	0.0	1129824.0	2514645.8	0.0	0.0	1153250.0	0.0	0.0	0.0	0.0	0.0	6556469.5	0.0	3.3290922E7	1.2064362E7	1.1640933E7	7355457.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4881273E7	6542770.5	5355159.5	4443966.0	
sp|Q9UMS5|PHTF1_HUMAN	Q9UMS5	PHTF1_HUMAN	PHTF1	762	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Protein PHTF1	0.9205	0.9888	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1298703.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UMX0|UBQL1_HUMAN	Q9UMX0	UBQL1_HUMAN	UBQLN1	589	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquilin-1	1.0	0.999	4	10	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	3	1698647.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1085496.0	0.0	0.0	0.0	0.0	6758437.0	1565445.9	5975699.0	4443872.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3902774.5	0.0	4291964.5	2350173.0	
sp|Q9UMX5|NENF_HUMAN	Q9UMX5	NENF_HUMAN	NENF	172	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neudesin	1.0	0.9984	4	10	10	10	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	1	2	0.0	1035054.44	0.0	178128.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9934656E7	0.0	0.0	0.0	0.0	0.0	1.1903101E7	0.0	4403492.0	3659634.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UMX9|S45A2_HUMAN	Q9UMX9	S45A2_HUMAN	SLC45A2	530	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Membrane-associated transporter protein	1.0	0.9901	2	8	8	8	0	0	0	2	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.5284878E7	1.7306412E7	1.4974634E7	7.710952E7	364525.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UMY1|NOL7_HUMAN	Q9UMY1	NOL7_HUMAN	NOL7	257	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 7	1.0	0.9928	1	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1636009.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UMZ2|SYNRG_HUMAN	Q9UMZ2	SYNRG_HUMAN	SYNRG	1314	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synergin gamma	0.9352	0.991	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UN37|VPS4A_HUMAN	Q9UN37	VPS4A_HUMAN	VPS4A	437	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 4A	0.9976	0.9877	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3137718.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UN86|G3BP2_HUMAN	Q9UN86	G3BP2_HUMAN	G3BP2	482	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras GTPase-activating protein-binding protein 2	1.0	0.9989	4	23	23	23	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	2	2	2	1	3	4	4	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	2	2	2	1	3	4	4	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	2	2	2	1	3	4	4	0.0	0.0	0.0	3909953.0	2693822.8	0.0	4243589.5	2796571.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.728465E7	9468678.0	3104366.5	4934352.5	1.4516148E7	6223890.0	7618640.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1945019E7	5592994.5	0.0	0.0	0.0	5778055.0	4637887.5	
